Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,Genre,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags,metacritic
"NES/Famicom","Games","Owned","Goonies II","United States of America","Official","Konami","Konami","Adventure","Mar 1, 2020","Loose","9.48","60.34","400.04","9.48","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Karate Kid","United States of America","Official","LJN","Atlus Co., Ltd.","Sports","Jan 4, 2022","Loose","11.34","65.95","670.76","11.34","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Legend of Kage","United States of America","Official","Taito Corporation","Taito Corporation","Platformer","Mar 1, 2020","CIB","9.97","51.49","206.00","51.49","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Legend of Zelda","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D4","Action, Adventure","Jun 15, 2020","CIB+","30.01","215.10","644.66","215.10","124.37","?","?","?","","","0"
"NES/Famicom","Games","Owned","Lone Ranger","United States of America","Official","Konami","Konami","Action","Jan 4, 2022","Loose","85.43","156.13","388.50","85.43","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Simpsons: Bart vs. the Space Mutants","United States of America","Official","Acclaim Entertainment, Inc.","Imagineering Inc.","Platformer","Jan 20, 2022","Loose","12.89","45.65","499.00","12.89","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Top Gun","United States of America","Official","Konami","Konami","Flight Sim","Jan 4, 2022","Loose","6.99","28.23","256.77","6.99","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Town & Country Surf Designs: Wood & Water Rage","United States of America","Official","LJN","LJN","Sports","Mar 1, 2020","CIB","8.65","44.99","369.99","44.99","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Wild Gunman","United States of America","Official","Nintendo","Nintendo R&D1, Intelligent Systems","First-person shooter","Mar 1, 2020","Loose","44.99","207.49","246.56","44.99","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Willow","United States of America","Official","Capcom","Capcom","Action, Adventure, RPG","Mar 1, 2020","Loose","19.98","72.90","222.70","19.98","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Wizards & Warriors","United States of America","Official","Acclaim Entertainment, Inc.","Rare, Ltd.","Action, Platformer","Mar 1, 2020","Loose","10.63","52.66","240.75","10.63","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Wizards & Warriors","United States of America","Official","Acclaim Entertainment, Inc.","Rare, Ltd.","Action, Platformer","Nov 10, 2021","CIB","10.63","52.66","240.75","52.66","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","WWF WrestleMania","United States of America","Official","Acclaim Entertainment, Inc.","Rare, Ltd.","Sports","Mar 1, 2020","Loose+","7.70","61.64","524.70","15.04","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Yo! Noid","United States of America","Official","Capcom","Now Production Co.","Action","Mar 1, 2020","CIB+","19.63","82.49","325.00","82.49","-1.0","?","?","?","","","0"
"NES/Famicom","Games","Owned","Zelda II: The Adventure of Link","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D4","Action, RPG, Platformer","Jun 15, 2020","CIB","25.35","129.94","698.19","129.94","69.00","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","American Gladiators","United States of America","Official","GameTek, Inc.","Incredible Technologies, Inc.","Sports","Mar 1, 2020","CIB","7.98","38.83","160.82","38.83","19.95","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Batman Forever","United States of America","Official","Acclaim Entertainment, Inc.","Probe Entertainment","Action","May 18, 2020","Loose","11.40","40.00","225.00","11.40","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Bill Laimbeer's Combat Basketball","United States of America","Official","Hudson Entertainment, Inc.","Hudson Entertainment, Inc.","Action, Sports","Mar 1, 2020","Loose","6.56","24.95","110.00","6.56","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Bubsy in: Claws Encounters of the Furred Kind","United States of America","Official","Accolade, Inc.","Solid Software","Platformer","Apr 11, 2021","Boxed","14.44","40.00","128.00","29.44","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","ClayFighter: Tournament Edition","United States of America","Official","Visual Concepts","Interplay Entertainment Corp.","Fighting","Mar 1, 2020","Loose","19.92","126.19","404.00","19.92","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Donkey Kong Country","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Platformer","Jan 4, 2022","Loose","21.41","90.92","383.25","21.41","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Donkey Kong Country 3: Dixie Kong's Double Trouble!","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Platformer","Jan 4, 2022","Loose","31.25","101.68","368.00","31.25","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Earthworm Jim","United States of America","Official","Playmates Interactive Entertainment, Inc.","Shiny Entertainment, Inc.","Action, Platformer","Jan 4, 2022","Loose","36.31","90.00","716.71","36.31","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","F-Zero","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","Sep 21, 2020","Loose","13.65","72.48","110.66","13.65","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Flashback: The Quest for Identity","United States of America","Official","SUNSOFT","Delphine Software International","Action, Adventure","Mar 1, 2020","CIB+","16.77","54.97","116.91","54.97","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Harley's Humongous Adventure","United States of America","Official","Hi-Tech Expressions, Inc.","Visual Concepts","Platformer","Mar 1, 2020","Loose","10.82","39.00","125.00","10.82","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Home Alone","United States of America","Official","THQ","Imagineering Inc.","Platformer","Mar 1, 2020","Loose","17.98","65.61","700.00","17.98","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Killer Instinct","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Fighting","Mar 1, 2020","Loose","15.00","83.91","221.64","15.00","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Lester the Unlikely","United States of America","Official","DTMC, Inc.","Visual Concepts","Action, Platformer","Nov 12, 2021","CIB","14.34","60.52","244.56","60.52","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Mario Paint","United States of America","Official","Nintendo","Intelligent Systems Co., Ltd.","Puzzle","Mar 1, 2020","Loose","8.25","88.71","342.17","8.25","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Mortal Kombat","United States of America","Official","Acclaim Entertainment, Inc.","Sculptured Software","Fighting","Mar 1, 2020","CIB","13.50","57.98","816.57","57.98","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Mortal Kombat 3","United States of America","Official","Williams Electronic Games, Inc.","Sculptured Software","Fighting","Sep 21, 2020","Loose","15.00","56.00","160.91","15.00","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Mortal Kombat II","United States of America","Official","Acclaim Entertainment, Inc.","Sculptured Software","Fighting","Dec 28, 2020","CIB","17.35","89.95","700.00","89.95","35.00","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Ms. Pac-Man","United States of America","Official","Nintendo","Namco","Puzzle","Mar 1, 2020","Loose","10.41","20.30","81.18","10.41","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","NBA Jam Tournament Edition","United States of America","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","Sports","May 18, 2020","Loose","15.99","45.74","379.99","15.99","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","NFL Quarterback Club 96","United States of America","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","Sports","Jan 4, 2022","Loose","2.97","15.45","26.00","2.97","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Out of This World","United States of America","Official","Interplay Entertainment Corp.","Missing Field","Platformer","Dec 5, 2020","CIB","17.34","45.72","235.93","45.72","32.00","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Pilotwings","United States of America","Official","Nintendo","Nintendo","Flight Sim","Mar 1, 2020","Loose","12.21","47.67","250.00","12.21","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Secret of Mana","United States of America","Official","Squaresoft","Squaresoft","Action, RPG","Mar 1, 2020","CIB+","55.69","209.35","670.00","209.35","125.00","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","SimCity","United States of America","Official","Nintendo","Intelligent Systems Co., Ltd.","Management Sim, Sandbox","Mar 1, 2020","Loose","14.48","44.95","173.72","14.48","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Star Fox","United States of America","Official","Nintendo of America, Inc.","Argonaut Games, Nintendo EAD","Action, First-person shooter","Sep 21, 2020","Loose","15.24","75.77","319.00","15.24","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Street Fighter II","United States of America","Official","Capcom","Capcom","Fighting","Mar 1, 2020","CIB","15.00","56.98","539.38","56.98","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Super Castlevania IV","United States of America","Official","Konami","Konami","Action, Platformer, Horror","Apr 29, 2021","CIB+","51.48","172.12","667.50","172.12","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Systems","Owned","Super Famicom Console","Japan","Official","Nintendo","Nintendo","Missing Field","Oct 18, 2021","CIB","40.70","112.34","321.00","112.34","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Game Accessories","Owned","Super Gameboy","United States of America","Official","Nintendo","Missing Field","Missing Field","Mar 13, 2023","Loose","29.80","69.98","261.20","29.80","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Super Mario All-Stars","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Platformer","Mar 1, 2020","Loose","23.50","69.98","549.50","23.50","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Super Mario Kart","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","Mar 1, 2020","Loose","32.65","99.99","2289.55","32.65","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Super Mario World","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Platformer","Jan 4, 2022","Loose","19.23","647.32","11602.62","19.23","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Super Metroid","United States of America","Official","Nintendo of America, Inc.","Intelligent Systems Co., Ltd., Nintendo R&D1","Action, Adventure, Platformer","Feb 21, 2021","Loose","85.00","329.50","4189.82","85.00","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Systems","Owned","Super Nintendo System","United States of America","Official","Nintendo","Nintendo","Missing Field","Mar 2, 2020","CIB","118.78","231.35","740.00","231.35","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Super Off Road","United States of America","Official","Tradewest, Inc.","Software Creations","Racing","Feb 21, 2021","Loose","19.53","50.46","193.75","19.53","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Super Scope 6","United States of America","Official","Nintendo","Nintendo R&D1","Puzzle, First-person shooter","Mar 1, 2020","Loose","7.34","144.26","209.24","7.34","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Teenage Mutant Ninja Turtles IV: Turtles In Time","United States of America","Official","Konami","Konami","Action, Fighting","Sep 21, 2020","Loose","42.25","276.43","885.00","42.25","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Teenage Mutant Ninja Turtles: Tournament Fighters","United States of America","Official","Konami","Konami","Fighting","Jan 2, 2021","Loose","19.97","138.28","443.00","19.97","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Tetris & Dr. Mario","United States of America","Official","Nintendo","Nintendo","Puzzle","Mar 1, 2020","Loose","26.87","45.49","146.25","26.87","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","King of Dragons","United States of America","Official","Capcom","Prism Kikaku","Fighting","Dec 25, 2021","CIB","116.35","402.02","1286.00","402.02","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Legend of Zelda: A Link to the Past","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure","Mar 1, 2020","Loose","38.79","192.50","891.48","38.79","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Legend of Zelda: A Link to the Past","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure","Dec 25, 2025","CIB+","38.79","192.50","891.48","192.50","-1.0","1","1","1","","","0"
"SNES/Super Famicom","Games","Owned","Lion King","United States of America","Official","Virgin Interactive Entertainment, Inc.","Westwood Studios, Inc.","Adventure, Platformer","Mar 13, 2023","Loose","11.12","40.00","178.80","11.12","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Owned","Urban Strike","United States of America","Official","Black Pearl Software","Solid Software","Action, Flight Sim","Jan 4, 2022","Loose","13.70","42.41","75.95","13.70","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","EarthBound","United States of America","Official","Nintendo of America, Inc.","Ape Studios, HAL Laboratory","RPG","Jul 12, 2023","CIB+","400.00","2514.14","8045.00","2514.14","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","Final Fantasy II","United States of America","Official","Squaresoft","Squaresoft","RPG","Jul 12, 2023","CIB+","55.00","257.50","708.58","257.50","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","Final Fantasy III","United States of America","Official","Squaresoft","Squaresoft","RPG","Jul 12, 2023","CIB+","78.00","298.75","987.68","298.75","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","Final Fight Guy","United States of America","Official","Capcom","Capcom","Fighting","Jul 12, 2023","CIB+","459.01","2704.34","8654.00","2704.34","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","Knights of the Round","United States of America","Official","Capcom","Capcom","Action, Adventure","Jul 12, 2023","CIB+","118.49","335.00","653.13","335.00","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","NBA Jam","United States of America","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","Sports","Jul 12, 2023","CIB+","13.49","49.95","1416.21","49.95","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","Ninja Gaiden Trilogy","United States of America","Official","Tecmo","Tecmo","Action, Platformer","Jul 12, 2023","CIB+","175.50","500.00","1152.17","500.00","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","Sunset Riders","United States of America","Official","Konami","Konami","Action","Jul 12, 2023","CIB+","97.51","377.50","1208.00","377.50","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","Super Mario RPG: Legend of the Seven Stars","United States of America","Official","Nintendo of America, Inc.","Squaresoft","RPG, Platformer","Jul 12, 2023","CIB+","55.00","212.58","1028.34","212.58","-1.0","?","?","?","","","0"
"SNES/Super Famicom","Games","Wishlist","Ultimate Mortal Kombat 3","United States of America","Official","Williams Electronic Games, Inc.","Avalanche Software LLC","Fighting","Jul 12, 2023","CIB+","35.00","137.47","573.69","137.47","-1.0","?","?","?","","","0"
"Nintendo 64","Games","Owned","GoldenEye 007","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, First-person shooter, Stealth","Mar 1, 2020","Loose+","31.96","81.38","219.99","40.74","-1.0","?","?","?","","","96"
"Nintendo 64","Games","Owned","GoldenEye 007","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, First-person shooter, Stealth","Jan 4, 2022","Loose","31.96","81.38","219.99","31.96","-1.0","?","?","?","","","96"
"Nintendo 64","Games","Owned","GoldenEye 007","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, First-person shooter, Stealth","Mar 13, 2023","Loose","31.96","81.38","219.99","31.96","-1.0","?","?","?","","","96"
"Nintendo 64","Games","Owned","Mario Kart 64","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","Jan 4, 2022","Loose","45.50","121.94","514.79","45.50","-1.0","?","?","?","","","83"
"Nintendo 64","Games","Owned","NASCAR 99","United States of America","Official","Electronic Arts","Stormfront Studios","Racing","Mar 1, 2020","Loose","7.99","15.25","59.95","7.99","-1.0","?","?","?","","","0"
"Nintendo 64","Systems","Owned","Nintendo 64 System","United States of America","Official","Nintendo","Nintendo","Missing Field","Mar 2, 2020","Loose","72.50","232.77","1373.98","72.50","-1.0","?","?","?","","","0"
"Nintendo 64","Games","Owned","Star Wars: Shadows of the Empire","United States of America","Official","Nintendo","LucasArts Entertainment Company LLC","Action","Jul 6, 2024","CIB","18.13","45.70","255.68","45.70","-1.0","?","?","?","","","0"
"Nintendo 64","Games","Owned","Legend of Zelda: Ocarina of Time","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, RPG, Puzzle, Platformer","Mar 1, 2020","Loose","47.75","144.63","437.39","47.75","-1.0","?","?","?","","","99"
"Nintendo 64","Games","Owned","Legend of Zelda: Ocarina of Time","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, RPG, Puzzle, Platformer","Dec 25, 2025","CIB+","47.75","144.63","437.39","144.63","-1.0","1","1","1","","","99"
"Nintendo 64","Games","Owned","WCW/nWo Revenge","United States of America","Official","THQ","AKI USA, Inc.","Sports","Mar 1, 2020","Loose","13.32","47.10","218.00","13.32","-1.0","?","?","?","","","0"
"Nintendo 64","Games","Owned","WCW/nWo Revenge","United States of America","Official","THQ","AKI USA, Inc.","Sports","Dec 25, 2025","CIB+","13.32","47.10","218.00","47.10","-1.0","1","1","1","","","0"
"Nintendo 64","Games","Wishlist","Super Mario 64","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, Puzzle, Platformer","Jul 12, 2023","CIB+","40.00","143.82","1075.01","143.82","-1.0","?","?","?","","","94"
"Nintendo GameCube","Systems","Owned","Black GameCube System","United States of America","Official","Nintendo","Nintendo","Missing Field","Mar 2, 2020","Loose","89.97","181.69","1225.00","89.97","-1.0","?","?","?","","","0"
"Nintendo GameCube","Games","Owned","BloodRayne","United States of America","Official","Majesco Entertainment","Terminal Reality, Inc.","Action","May 18, 2020","CIB","11.88","21.46","50.00","21.46","-1.0","?","?","?","","","73"
"Nintendo GameCube","Games","Owned","Dragon's Lair 3D: Return To The Lair","United States of America","Official","Encore Software, Inc.","Dragonstone Software","Action","Jul 6, 2022","CIB+","21.95","34.54","40.00","34.54","-1.0","?","?","?","","","65"
"Nintendo GameCube","Games","Owned","Mario Kart: Double Dash!!","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","Jul 6, 2022","CIB+","59.99","80.00","222.98","80.00","-1.0","?","?","?","","","87"
"Nintendo GameCube","Games","Owned","Medal of Honor: Frontline","United States of America","Official","Electronic Arts","EA Los Angeles","Action, First-person shooter","Mar 1, 2020","CIB","8.96","9.97","51.55","9.97","-1.0","?","?","?","","","80"
"Nintendo GameCube","Games","Owned","Metal Gear Solid: The Twin Snakes","United States of America","Official","Konami","Silicon Knights","Action, Stealth","Mar 1, 2020","CIB+","77.98","109.46","367.85","109.46","45.00","?","?","?","","","85"
"Nintendo GameCube","Games","Owned","Resident Evil 4","United States of America","Official","Capcom","Capcom","Action, Adventure, Horror","Mar 1, 2020","CIB","25.51","44.32","129.22","44.32","-1.0","?","?","?","","","96"
"Nintendo GameCube","Games","Owned","SpongeBob SquarePants: Battle for Bikini Bottom","United States of America","Official","THQ","Heavy Iron Studios","Platformer","Mar 1, 2020","CIB","16.48","24.97","99.30","24.97","-1.0","?","?","?","","","71"
"Nintendo GameCube","Games","Owned","Star Wars Rogue Squadron II: Rogue Leader","United States of America","Official","LucasArts Entertainment Company LLC","Factor 5 GmbH, LucasArts Entertainment Company LLC","Action, First-person shooter","Jul 6, 2022","CIB+","14.33","19.98","65.00","19.98","-1.0","?","?","?","","","0"
"Nintendo GameCube","Games","Owned","Super Smash Bros. Melee","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc.","Fighting","Mar 1, 2020","CIB","55.48","64.50","248.53","64.50","-1.0","?","?","?","","","92"
"Nintendo GameCube","Games","Owned","Legend of Zelda: Collector's Edition","United States of America","Not For Resale","Nintendo","Nintendo","Action, Adventure, RPG, Puzzle, Platformer","Mar 12, 2021","CIB","58.58","80.00","170.00","80.00","-1.0","?","?","?","","","95"
"Nintendo GameCube","Games","Owned","Legend of Zelda: The Wind Waker","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, RPG, Puzzle, Platformer","Mar 1, 2020","CIB","59.34","73.00","182.05","73.00","40.00","?","?","?","","","96"
"Nintendo GameCube","Games","Owned","Legend of Zelda: Twilight Princess","United States of America","Official","Nintendo","Nintendo","Action, Adventure, RPG, Puzzle, Platformer","Feb 5, 2021","CIB","146.60","184.15","331.50","184.15","66.00","?","?","?","","","96"
"Nintendo GameCube","Games","Owned","Legend of Zelda: Two-Game Bonus Disc!","United States of America","Not For Resale","Nintendo","Nintendo","Action, Adventure, RPG, Platformer","Mar 11, 2021","CIB","54.99","74.03","155.77","74.03","-1.0","?","?","?","","","0"
"Nintendo GameCube","Games","Owned","Simpsons: Hit & Run","United States of America","Official","Vivendi Games","Radical Entertainment Inc.","Action","Mar 1, 2020","CIB","66.81","89.99","220.47","89.99","-1.0","?","?","?","","","79"
"Nintendo GameCube","Games","Owned","Tony Hawk's Pro Skater 3","United States of America","Official","Activision","Neversoft Entertainment","Sports","Mar 1, 2020","CIB","10.76","13.89","50.00","13.89","-1.0","?","?","?","","","91"
"Nintendo GameCube","Games","Owned","Tony Hawk's Underground","United States of America","Official","Activision","Neversoft Entertainment","Sports","May 18, 2020","CIB","14.99","18.59","81.20","18.59","-1.0","?","?","?","","","89"
"Nintendo GameCube","Games","Owned","Turok: Evolution","United States of America","Official","Acclaim Entertainment, Inc.","Acclaim Entertainment","First-person shooter","Jul 6, 2022","CIB+","14.00","19.98","40.00","19.98","-1.0","?","?","?","","","70"
"Nintendo GameCube","Games","Owned","X-Men Legends","United States of America","Official","Activision","Raven Software","Action, Adventure, RPG","Jul 6, 2022","CIB+","17.54","19.03","76.36","19.03","-1.0","?","?","?","","","81"
"Nintendo Wii","Games","Owned","Blazing Angels: Squadrons of WWII","United States of America","Official","Ubisoft Entertainment","Ubisoft","Flight Sim","Jul 26, 2022","CIB+","2.99","5.42","9.25","5.42","-1.0","?","?","?","","","57"
"Nintendo Wii","Games","Owned","Call of Duty: Black Ops","United States of America","Official","Activision","Treyarch","First-person shooter","Jul 26, 2022","CIB+","8.39","9.98","18.73","9.98","-1.0","?","?","?","","","80"
"Nintendo Wii","Games","Owned","Data East Arcade Classics","United States of America","Official","Majesco","G1M2","Missing Field","Jul 26, 2022","CIB+","30.63","32.00","65.98","32.00","-1.0","?","?","?","","","56"
"Nintendo Wii","Games","Owned","Epic Mickey","United States of America","Official","Disney Interactive","Junction Point Studios","Adventure, Platformer","Mar 1, 2020","CIB","6.14","7.97","13.07","7.97","-1.0","?","?","?","","","73"
"Nintendo Wii","Games","Owned","Go Vacation","United States of America","Official","Bandai Namco Entertainment","Bandai Namco Entertainment","Adventure, Management Sim, Racing, Life Sim, Sports, Sandbox, Music","Jul 26, 2022","CIB+","12.11","15.06","26.96","15.06","-1.0","?","?","?","","","64"
"Nintendo Wii","Games","Owned","Just Dance 2015","United States of America","Official","Ubisoft Entertainment","Ubisoft","Music","Jul 26, 2022","CIB+","11.01","11.24","19.10","11.24","-1.0","?","?","?","","","0"
"Nintendo Wii","Games","Owned","Link's Crossbow Training","United States of America","Official","Nintendo","Nintendo EAD","First-person shooter, Light Gun","Mar 1, 2020","CIB","4.11","7.67","9.36","7.67","-1.0","?","?","?","","","68"
"Nintendo Wii","Games","Owned","Mad Dog McCree: Gunslinger Pack","United States of America","Official","Majesco Entertainment","Digital Leisure Inc.","First-person shooter","Mar 11, 2021","CIB","33.32","38.50","61.46","38.50","-1.0","1","1","1","","","31"
"Nintendo Wii","Games","Owned","New Super Mario Bros. Wii","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Platformer","Mar 1, 2020","CIB","21.44","24.60","45.50","24.60","-1.0","?","?","?","","","87"
"Nintendo Wii","Games","Owned","Pac-Man Party","United States of America","Official","Bandai Namco Entertainment","Bandai Namco Entertainment","Action","Jul 26, 2022","CIB","9.24","11.96","22.24","11.96","-1.0","?","?","?","","","59"
"Nintendo Wii","Games","Owned","Super Mario All-Stars [Limited Edition]","United States of America","Official","Nintendo","Nintendo","Platformer","Mar 1, 2020","CIB","20.50","29.99","51.44","29.99","-1.0","?","?","?","","","70"
"Nintendo Wii","Games","Owned","Super Smash Bros. Brawl","United States of America","Official","Nintendo of America, Inc.","Game Arts, HAL Laboratory, Inc., Sora Ltd.","Fighting","Jul 26, 2022","CIB+","14.85","17.61","43.85","17.61","-1.0","?","?","?","","","93"
"Nintendo Wii","Games","Owned","Tamagotchi: Party On!","United States of America","Official","Bandai Namco Entertainment","h.a.n.d. Inc.","Action","Jul 26, 2022","CIB+","5.98","7.17","19.03","7.17","-1.0","?","?","?","","","37"
"Nintendo Wii","Games","Owned","Legend of Zelda: Twilight Princess","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, RPG, Puzzle, Platformer","Mar 1, 2020","CIB","14.75","18.48","52.99","18.48","-1.0","?","?","?","","","95"
"Nintendo Wii","Games","Owned","Trivial Pursuit","United States of America","Official","Electronic Arts","Electronic Arts","Puzzle","Jul 26, 2022","CIB+","6.00","6.74","6.83","6.74","-1.0","?","?","?","","","67"
"Nintendo Wii","Games","Owned","Wheel of Fortune","United States of America","Official","THQ","Missing Field","Life Sim","Jul 26, 2022","CIB+","7.29","8.25","13.37","8.25","-1.0","?","?","?","","","0"
"Nintendo Wii","Systems","Owned","White Nintendo Wii System","United States of America","Official","Nintendo","Nintendo","Missing Field","Mar 2, 2020","Loose","60.00","152.69","374.99","60.00","-1.0","?","?","?","","","0"
"Nintendo Wii","Games","Owned","Wii Fit","United States of America","Official","Nintendo","Nintendo","Fitness","Mar 1, 2020","CIB","3.02","6.95","14.00","6.95","-1.0","?","?","?","","","80"
"Nintendo Wii","Games","Owned","Wii Party","United States of America","Official","Nintendo","Nintendo","Action","Jul 26, 2022","CIB+","56.73","61.57","99.99","61.57","-1.0","?","?","?","","","68"
"Nintendo Wii","Games","Owned","Wii Play","United States of America","Official","Nintendo","Nintendo","Sports","Jul 26, 2022","CIB+","6.50","9.00","15.34","9.00","-1.0","?","?","?","","","58"
"Nintendo Wii","Games","Owned","Wii Play (w/Remote)","United States of America","Official","Nintendo","Nintendo","Missing Field","Jul 26, 2022","CIB+","14.65","19.89","29.99","19.89","-1.0","?","?","?","","","58"
"Nintendo Wii","Games","Owned","Wii Sports","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Sports","Mar 1, 2020","CIB","28.21","33.93","49.43","33.93","-1.0","?","?","?","","","76"
"Nintendo Wii","Games","Owned","Wii Sports Resort","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Sports","Jul 6, 2024","CIB","31.01","38.95","54.99","38.95","-1.0","?","?","?","","","80"
"Nintendo Switch","Games","Owned","Castlevania Anniversary Collection","United States of America","Official","Konami, Limited Run Games","M2","Platformer","Mar 13, 2022","CIB+","43.67","46.00","64.25","46.00","-1.0","1","1","1","","","81"
"Nintendo Switch","Games","Owned","Collection of Mana","United States of America","Official","Square Enix","Square Enix","RPG","May 4, 2021","New","18.37","19.98","23.43","23.43","-1.0","?","1","?","","","83"
