Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,Genre,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags,metacritic
"Nintendo Switch","Games","Owned","DOOM","United States of America","Official","Bethesda Softworks","id Software, Panic Button","Action, First-person shooter","Mar 1, 2020","CIB","24.47","30.63","84.31","30.63","-1.0","?","?","?","","","79"
"Nintendo Switch","Games","Owned","Final Fantasy I-VI Pixel Remaster Collection [Anniversary Edition]","United Kingdom","Official","Square Enix","Square Enix","RPG","Dec 30, 2024","CIB+","51.06","63.99","65.19","63.99","-1.0","1","1","1","","","84"
"Nintendo Switch","Games","Owned","Final Fantasy VII & Final Fantasy VIII Remastered Twin Pack","World","Official","Square Enix","Square Enix","RPG","Sep 15, 2021","New","22.59","24.16","29.38","29.38","48.00","?","?","?","","","0"
"Nintendo Switch","Games","Owned","Flashback 25th Anniversary [Collector's Edition]","United States of America","Official","Microids","Paul Cuisset","Action, Adventure","Mar 1, 2020","CIB","21.79","23.73","34.17","23.73","-1.0","?","?","?","","","77"
"Nintendo Switch","Games","Owned","Ghostbusters: The Video Game Remastered","United States of America","Official","Mad Dog Games, LLC","Saber Interactive","Action, Adventure","Mar 13, 2023","CIB","15.00","15.69","22.35","15.69","-1.0","?","?","?","","","73"
"Nintendo Switch","Games","Owned","Hyrule Warriors: Age of Calamity","United States of America","Official","Koei Tecmo, Nintendo","Omega Force","Action, Adventure, Fighting, Beat 'em up","Mar 13, 2023","CIB+","37.59","38.50","50.00","38.50","-1.0","1","1","1","","","78"
"Nintendo Switch","Games","Owned","Just Dance 2017","United States of America","Official","Ubisoft Paris","Ubisoft","Music","Mar 1, 2020","CIB","34.47","38.36","49.99","38.36","-1.0","?","?","?","","","72"
"Nintendo Switch","Games","Owned","LEGO Marvel Super Heroes 2","United States of America","Official","WB Games","TT Games","Action, Adventure, Sandbox","Mar 1, 2020","CIB","10.02","12.80","20.54","12.80","-1.0","?","?","?","","","76"
"Nintendo Switch","Games","Owned","Mario Kart 8 Deluxe","United States of America","Official","Nintendo","Nintendo","Racing","Mar 13, 2023","CIB+","33.97","37.00","40.99","37.00","-1.0","1","1","1","","","92"
"Nintendo Switch","Games","Owned","Metal Gear Solid: Master Collection Vol. 1","United States of America","Official","Konami","Konami","Action, Adventure, Strategy, Stealth","Dec 31, 2023","CIB+","22.99","24.99","29.99","24.99","-1.0","1","1","1","","","78"
"Nintendo Switch","Games","Owned","Metroid Dread","United States of America","Official","Nintendo","Mercury Steam Entertainment S.L.","Action, Adventure","Oct 12, 2021","CIB","38.77","40.36","54.99","40.36","49.95","1","1","1","","","88"
"Nintendo Switch","Games","Owned","Night Trap: 25th Anniversary Edition","United States of America","Official","Limited Run Games","Screaming Villains","FMV","Dec 26, 2020","CIB+","37.09","42.31","54.00","42.31","-1.0","1","1","1","","","0"
"Nintendo Switch","Controllers","Owned","Nintendo Switch Pro Controller","United States of America","Official","Nintendo","Nintendo","Missing Field","Jun 21, 2025","CIB+","25.89","34.72","49.36","34.72","-1.0","?","?","?","","","0"
"Nintendo Switch","Systems","Owned","Nintendo Switch with Blue and Red Joy-con","United States of America","Official","Nintendo","Missing Field","Missing Field","Mar 2, 2020","CIB+","147.68","170.00","219.21","170.00","-1.0","?","?","1","","","0"
"Nintendo Switch","Games","Owned","Octopath Traveler","United States of America","Official","Square Enix","Square Enix","RPG","Mar 1, 2020","CIB","26.96","27.99","49.05","27.99","-1.0","?","?","?","","","83"
"Nintendo Switch","Games","Owned","Splatoon 2","United States of America","Official","Nintendo","Nintendo","Action, Third-person shooter","Mar 1, 2020","CIB","14.50","16.09","26.32","16.09","-1.0","?","?","?","","","83"
"Nintendo Switch","Games","Owned","Street Fighter 30th Anniversary Collection","United States of America","Official","Capcom","Capcom, Digital Eclipse","Fighting","Mar 13, 2023","CIB+","14.06","14.98","16.87","14.98","-1.0","?","?","?","","","81"
"Nintendo Switch","Games","Owned","Super Mario Odyssey","United States of America","Official","Nintendo","Nintendo","Action, Platformer","Mar 1, 2020","CIB","29.99","32.24","39.47","32.24","-1.0","?","?","?","","","97"
"Nintendo Switch","Games","Owned","Super Mario Party","United States of America","Official","Nintendo","NDCube","Puzzle, Board, Family, Party","Mar 13, 2023","CIB+","26.95","29.82","41.33","29.82","-1.0","1","1","1","","","76"
"Nintendo Switch","Games","Owned","Super Smash Bros. Ultimate","United States of America","Official","Nintendo","Bandai Namco Entertainment, Sora Ltd.","Action, Fighting, Platformer","Mar 1, 2020","CIB","32.76","35.00","41.68","35.00","-1.0","?","?","?","","","93"
"Nintendo Switch","Games","Owned","Legend of Zelda: Breath of the Wild","United States of America","Official","Nintendo","Nintendo, Monolith Soft","Action, Adventure, RPG","May 18, 2020","CIB","32.97","35.11","40.75","35.11","-1.0","1","1","1","","","97"
"Nintendo Switch","Games","Owned","Legend of Zelda: Link's Awakening","United States of America","Official","Nintendo","Grezzo, Nintendo EAD","Action, Adventure","Mar 1, 2020","CIB","31.00","32.38","41.49","32.38","-1.0","?","?","?","","","87"
"Nintendo Switch","Games","Owned","Legend of Zelda: Skyward Sword HD","United States of America","Official","Nintendo","Tantalus","Action, Adventure","Mar 13, 2023","New","34.99","36.61","44.94","44.94","-1.0","?","1","?","","","81"
"Nintendo Switch","Games","Owned","Legend of Zelda: Tears of the Kingdom","United States of America","Official","Nintendo","Nintendo EPD","Action, Adventure","Jun 19, 2023","CIB+","40.49","42.00","49.72","42.00","-1.0","?","?","?","","","96"
"Nintendo Switch","Games","Owned","Ultra Street Fighter II","United States of America","Official","Capcom","Capcom","Fighting","Aug 13, 2021","CIB","25.95","28.64","70.50","28.64","-1.0","1","?","1","","","66"
"Sega Genesis/Mega Drive","Games","Owned","Bass Masters Classic","United States of America","Official","Black Pearl Software","Black Pearl","Sports","Jan 2, 2021","Loose","6.71","13.89","35.00","6.71","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","College Football's National Championship","United States of America","Official","Sega","BlueSky Software","Sports","Mar 1, 2020","CIB","4.97","8.50","29.99","8.50","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","Frank Thomas Big Hurt Baseball","United States of America","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","Sports","Mar 1, 2020","CIB","5.99","12.40","45.12","12.40","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","Joe Montana II: Sports Talk Football","United States of America","Official","Sega","BlueSky Software","Sports","Mar 1, 2020","CIB","4.80","9.99","25.00","9.99","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","Mortal Kombat 3","United States of America","Official","Williams Electronic Games, Inc.","Sculptured Software, Inc.","Fighting","Jul 26, 2022","Loose","9.97","23.73","285.00","9.97","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","NBA Jam","United States of America","Official","Arena Entertainment","Midway","Sports","Jul 26, 2022","Loose","8.32","17.98","224.50","8.32","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Controllers","Owned","Sega Genesis 3 Button Controller","United States of America","Official","Sega","Missing Field","Missing Field","Mar 2, 2020","Boxed","14.90","33.99","76.23","30.40","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Systems","Owned","Sega Genesis Console","United States of America","Official","Sega","Sega","Missing Field","Jul 17, 2022","Loose","83.08","157.74","398.45","83.08","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Systems","Owned","Sega Genesis Model 2 Console","United States of America","Official","Sega","Sega","Missing Field","Mar 2, 2020","Loose","56.44","129.68","575.08","56.44","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog","United States of America","Official","Sega of America, Inc.","Sonic Team","Platformer","Mar 1, 2020","CIB","14.81","23.99","222.50","23.99","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog","United States of America","Official","Sega of America, Inc.","Sonic Team","Platformer","Jul 26, 2022","Loose","14.81","23.99","222.50","14.81","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog 2","United States of America","Official","Sega","Sega Technical Institute, Sonic Team","Platformer","Mar 1, 2020","CIB","9.93","16.23","349.95","16.23","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog 2","United States of America","Official","Sega","Sega Technical Institute, Sonic Team","Platformer","Jul 26, 2022","Loose","9.93","16.23","349.95","9.93","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","ToeJam & Earl","United States of America","Official","Sega of America, Inc.","Johnson-Voorsanger Productions","Action, RPG","Mar 1, 2020","CIB","29.61","54.50","57.25","54.50","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","True Lies","United States of America","Official","Acclaim Entertainment, Inc.","Beam Software","Action","Mar 1, 2020","CIB","27.81","60.00","128.50","60.00","-1.0","?","?","?","","","0"
"Sega Genesis/Mega Drive","Games","Owned","Vectorman 2","United States of America","Official","Sega of America, Inc.","BlueSky Software","Action, Platformer","Jul 26, 2022","Loose","13.57","38.57","91.21","13.57","-1.0","?","?","?","","","0"
"Microsoft Xbox","Games","Owned","All-Star Baseball 2003","United States of America","Official","Acclaim","Acclaim Studios Austin","Sports","Mar 1, 2020","CIB","2.87","6.99","10.92","6.99","-1.0","?","?","?","","","79"
"Microsoft Xbox","Games","Owned","Batman Begins","United States of America","Official","EA Games","Eurocom Entertainment Software","Action, Adventure","Apr 11, 2021","Boxed","11.83","18.00","52.50","13.82","-1.0","?","?","?","","","65"
"Microsoft Xbox","Games","Owned","Black","United States of America","Official","EA Games","Criterion Games","Action, First-person shooter","Aug 29, 2020","CIB","9.81","17.41","88.82","17.41","-1.0","?","?","?","","","77"
"Microsoft Xbox","Games","Owned","Blitz: The League","United States of America","Official","Midway Games","Midway","Sports","Mar 1, 2020","CIB","9.99","13.72","39.90","13.72","-1.0","?","?","?","","","78"
"Microsoft Xbox","Games","Owned","BloodRayne 2","United States of America","Official","Majesco Entertainment","Terminal Reality, Inc.","Action","Mar 1, 2020","CIB","10.99","17.98","39.97","17.98","-1.0","?","?","?","","","71"
"Microsoft Xbox","Games","Owned","Burnout","United States of America","Official","Acclaim Entertainment, Inc.","Criterion Games","Racing","Mar 1, 2020","CIB","9.78","10.74","56.65","10.74","-1.0","?","?","?","","","75"
"Microsoft Xbox","Games","Owned","Burnout Revenge","United States of America","Official","Electronic Arts","Criterion Games","Racing","Mar 13, 2023","CIB","8.52","11.89","36.00","11.89","-1.0","?","?","?","","","89"
"Microsoft Xbox","Games","Owned","Cabela's Outdoor Adventures","United States of America","Official","Activision","Missing Field","First-person shooter, Sports","Mar 1, 2020","CIB","4.99","8.13","19.98","8.13","-1.0","?","?","?","","","0"
"Microsoft Xbox","Games","Owned","Crimson Skies: High Road To Revenge","United States of America","Official","Microsoft Studios","FASA Studio","Action, Adventure, First-person shooter","Mar 1, 2020","CIB","4.21","7.41","20.00","7.41","-1.0","?","?","?","","","88"
"Microsoft Xbox","Games","Owned","Dead or Alive 1 Ultimate","United States of America","Official","Tecmo","Team Ninja","Fighting","Mar 1, 2020","CIB","6.00","6.07","26.94","6.07","-1.0","?","?","?","","","0"
"Microsoft Xbox","Games","Owned","Dead or Alive 2 Ultimate","United States of America","Official","Tecmo","Team Ninja","Fighting","Mar 6, 2021","CIB","6.79","9.97","27.79","9.97","-1.0","?","?","?","","","0"
"Microsoft Xbox","Games","Owned","Dead or Alive 3","United States of America","Official","Tecmo","Team Ninja","Action, Fighting","Oct 28, 2020","CIB","7.96","10.97","46.11","10.97","-1.0","?","?","?","","","87"
"Microsoft Xbox","Games","Owned","Dead or Alive: Xtreme Beach Volleyball","United States of America","Official","Tecmo","Team Ninja","Sports","Mar 1, 2020","CIB","27.82","45.72","248.82","45.72","-1.0","?","?","?","","","73"
"Microsoft Xbox","Games","Owned","Dead to Rights","United States of America","Official","Namco","Namco","Action","Mar 13, 2023","CIB","6.98","8.99","20.83","8.99","-1.0","?","?","?","","","73"
"Microsoft Xbox","Games","Owned","Driv3r","United States of America","Official","Atari SA","Reflections Interactive","Racing, First-person shooter","Mar 1, 2020","CIB","6.19","8.61","30.15","8.61","-1.0","?","?","?","","","56"
"Microsoft Xbox","Games","Owned","Enter the Matrix","United States of America","Official","Atari SA","Shiny Entertainment, Inc.","Action, Adventure","Mar 13, 2023","CIB","7.15","9.34","29.97","9.34","-1.0","?","?","?","","","65"
"Microsoft Xbox","Games","Owned","ESPN NFL 2K5","United States of America","Official","Sega","Visual Concepts","Sports","Mar 1, 2020","CIB","6.99","10.68","33.94","10.68","-1.0","?","?","?","","","92"
"Microsoft Xbox","Games","Owned","Evil Dead: A Fistful of Boomstick","United States of America","Official","THQ","VIS Entertainment","Missing Field","Jul 24, 2021","CIB","20.39","27.83","119.91","27.83","-1.0","?","?","?","","","58"
"Microsoft Xbox","Games","Owned","Fable","United States of America","Official","Microsoft Studios","Lionhead Studios Ltd.","Action, RPG","Aug 29, 2020","CIB","6.40","11.27","93.00","11.27","-1.0","?","?","?","","","85"
"Microsoft Xbox","Games","Owned","Fight Night 2004","United States of America","Official","EA Games","EA","Fighting","Mar 1, 2020","CIB","4.91","6.22","29.01","6.22","-1.0","?","?","?","","","85"
"Microsoft Xbox","Games","Owned","Freedom Fighters","United States of America","Official","EA Games","IO Interactive","First-person shooter","Mar 1, 2020","CIB","8.41","14.16","28.28","14.16","-1.0","?","?","?","","","82"
"Microsoft Xbox","Games","Owned","Grand Theft Auto III","United States of America","Official","Rockstar Games","Rockstar North, Rockstar Vienna","Action, Racing, First-person shooter","Mar 1, 2020","CIB","7.69","10.58","18.07","10.58","-1.0","?","?","?","","","0"
"Microsoft Xbox","Games","Owned","Grand Theft Auto: Vice City [The Xbox Collection]","United States of America","Official","Rockstar Games","Rockstar North, Rockstar Vienna","Action, Sandbox","Mar 22, 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","","","0"
"Microsoft Xbox","Games","Owned","Greg Hastings' Tournament Paintball","United States of America","Official","Activision","The Whole Experience","First-person shooter, Sports","Mar 1, 2020","CIB","3.81","7.21","18.32","7.21","-1.0","?","?","?","","","74"
"Microsoft Xbox","Games","Owned","Half-Life 2","United States of America","Official","Electronic Arts","Valve Corporation","First-person shooter","Mar 1, 2020","CIB","13.00","19.41","53.99","19.41","-1.0","?","?","?","","","90"
"Microsoft Xbox","Games","Owned","Halo 2","United States of America","Official","Microsoft Studios","Bungie","Action, First-person shooter","Mar 1, 2020","CIB","6.23","12.54","117.40","12.54","-1.0","?","?","?","","","95"
"Microsoft Xbox","Games","Owned","Halo 2 Limited Collector's Edition","United States of America","Official","Microsoft","Bungie","Action, Adventure, First-person shooter","Mar 1, 2020","CIB","19.00","24.99","287.50","24.99","-1.0","?","?","?","","","95"
"Microsoft Xbox","Games","Owned","Halo: Combat Evolved","United States of America","Official","Microsoft Studios","Bungie","Action, First-person shooter","Mar 1, 2020","CIB","9.99","12.90","80.00","12.90","-1.0","?","?","?","","","97"
"Microsoft Xbox","Games","Owned","Halo: Combat Evolved [Game of the Year Edition]","United States of America","Official","Microsoft Studios","Bungie","Action, First-person shooter","Mar 13, 2023","CIB","9.40","12.84","172.34","12.84","-1.0","?","?","?","","","97"
"Microsoft Xbox","Games","Owned","Just Cause","United States of America","Official","Eidos Interactive","Avalanche Studios","Action, First-person shooter, Sandbox","Mar 1, 2020","CIB","7.90","11.51","22.99","11.51","-1.0","?","?","?","","","74"
"Microsoft Xbox","Games","Owned","Legends of Wrestling","United States of America","Official","Acclaim Entertainment, Inc.","Acclaim","Sports","Mar 1, 2020","CIB","7.87","8.23","29.95","8.23","-1.0","?","?","?","","","65"
"Microsoft Xbox","Controllers","Owned","Logitech Wireless Precision Controller","United States of America","Official","Logitech","Missing Field","Missing Field","Mar 2, 2020","Loose","20.99","33.99","82.00","20.99","-1.0","?","?","?","","","0"
"Microsoft Xbox","Games","Owned","Madden NFL 06","United States of America","Official","Electronic Arts","Electronic Arts Tiburon","Sports","Mar 1, 2020","CIB","4.21","6.00","15.99","6.00","-1.0","?","?","?","","","86"
"Microsoft Xbox","Games","Owned","Madden NFL 07","United States of America","Official","EA Sports","EA Tiburon","Sports","Mar 1, 2020","CIB","2.98","4.55","15.10","4.55","-1.0","?","?","?","","","83"
"Microsoft Xbox","Games","Owned","Max Payne","United States of America","Official","Rockstar Games","Remedy Entertainment","Action, Adventure, Third-person shooter","Mar 1, 2020","CIB","7.29","13.95","65.02","13.95","-1.0","?","?","?","","","89"
"Microsoft Xbox","Games","Owned","Metal Gear Solid 2: Substance","United States of America","Official","Konami","Konami","First-person shooter, Stealth","Apr 11, 2021","CIB","6.18","9.19","31.52","9.19","-1.0","?","?","?","","","87"
"Microsoft Xbox","Games","Owned","MLB Slugfest 20-04","United States of America","Official","Midway Games","Midway Games","Action, Sports","Jan 3, 2021","CIB","9.09","12.99","35.00","12.99","-1.0","?","?","?","","","76"
"Microsoft Xbox","Games","Owned","MLB SlugFest 2006","United States of America","Official","Midway Games","Midway","Sports","Mar 13, 2023","CIB","6.90","10.65","20.80","10.65","-1.0","?","?","?","","","59"
"Microsoft Xbox","Games","Owned","MVP 06 NCAA Baseball","United States of America","Official","EA Sports","EA Canada","Sports","Mar 1, 2020","CIB","5.65","8.99","25.89","8.99","-1.0","?","?","?","","","75"
"Microsoft Xbox","Games","Owned","MVP Baseball 2005","United States of America","Official","Electronic Arts","EA Canada","Sports","Mar 13, 2023","CIB","6.82","7.29","47.11","7.29","-1.0","?","?","?","","","86"
"Microsoft Xbox","Games","Owned","MX Unleashed","United States of America","Official","THQ","Rainbow Studios","Racing","Mar 1, 2020","CIB","8.55","8.66","28.74","8.66","-1.0","?","?","?","","","81"
"Microsoft Xbox","Games","Owned","NBA 2K7","United States of America","Official","Missing Field","Missing Field","Sports","Mar 1, 2020","CIB","6.16","7.95","15.99","7.95","-1.0","?","?","?","","","83"
"Microsoft Xbox","Games","Owned","NBA Ballers Phenom","United States of America","Official","Midway Games","Midway","Sports","Mar 1, 2020","CIB","5.45","9.96","23.33","9.96","-1.0","?","?","?","","","70"
"Microsoft Xbox","Games","Owned","NBA Live 06","United States of America","Official","Electronic Arts","EA Canada","Sports","Mar 1, 2020","CIB","2.90","5.53","11.01","5.53","-1.0","?","?","?","","","79"
"Microsoft Xbox","Games","Owned","NBA Street V3","United States of America","Official","EA Sports BIG","EA Canada","Sports","Mar 1, 2020","CIB","8.68","11.46","20.01","11.46","-1.0","?","?","?","","","89"
"Microsoft Xbox","Games","Owned","NCAA Football 07","United States of America","Official","Electronic Arts","EA Sports","Sports","Mar 1, 2020","CIB","6.01","6.36","14.00","6.36","-1.0","?","?","?","","","88"
"Microsoft Xbox","Games","Owned","NCAA Football 2003","United States of America","Official","Electronic Arts","EA Sports","Sports","Mar 1, 2020","CIB","4.12","5.56","22.03","5.56","-1.0","?","?","?","","","90"
"Microsoft Xbox","Games","Owned","NCAA Football 2005","United States of America","Official","EA Games","Tiburon","Sports","Mar 1, 2020","CIB","3.34","4.44","10.88","4.44","-1.0","?","?","?","","","89"
"Microsoft Xbox","Games","Owned","NCAA March Madness 2004","United States of America","Official","Electronic Arts","EA Sports","Sports","Mar 1, 2020","CIB","4.94","6.02","17.10","6.02","-1.0","?","?","?","","","81"
"Microsoft Xbox","Games","Owned","NFL Blitz 20-03","United States of America","Official","Midway Games","Point of View, Inc.","Action, Sports","Mar 1, 2020","CIB","10.54","14.99","44.99","14.99","-1.0","?","?","?","","","72"
"Microsoft Xbox","Games","Owned","NFL Street 2","United States of America","Official","EA Sports BIG","EA Tiburon","Sports","Mar 1, 2020","CIB","9.97","13.58","44.76","13.58","-1.0","?","?","?","","","78"
"Microsoft Xbox","Games","Owned","NightCaster: Defeat the Darkness","United States of America","Official","Microsoft Studios, Xbox Game Studios","Missing Field","Action, Adventure, RPG","Mar 1, 2020","CIB","6.87","11.26","20.97","11.26","-1.0","?","?","?","","","61"
"Microsoft Xbox","Games","Owned","Pac-Man World 2","United States of America","Official","Namco Hometek Inc.","Namco Hometek","Platformer","Mar 13, 2023","CIB","7.06","10.96","25.00","10.96","-1.0","?","?","?","","","66"
"Microsoft Xbox","Games","Owned","Red Dead Revolver","United States of America","Official","Rockstar Games","Rockstar San Diego","Action, First-person shooter","Mar 1, 2020","CIB","13.00","17.37","157.34","17.37","-1.0","?","?","?","","","74"
"Microsoft Xbox","Games","Owned","Sega GT 2002 & JSRF: Jet Set Radio Future","United States of America","Official","Sega","Sega, Smilebit","Racing","Mar 1, 2020","CIB","9.80","15.00","32.94","15.00","-1.0","?","?","?","","","0"
"Microsoft Xbox","Games","Owned","Shattered Union","United States of America","Official","2K Games","Missing Field","Real-time Strategy","Mar 1, 2020","CIB","7.99","10.76","23.81","10.76","-1.0","?","?","?","","","66"
"Microsoft Xbox","Games","Owned","Shrek","United States of America","Official","TDK Mediactive, Inc.","EA Dice","Adventure, Platformer","Mar 1, 2020","CIB","11.85","14.76","29.99","14.76","-1.0","?","?","?","","","49"
"Microsoft Xbox","Games","Owned","Soldier of Fortune II: Double Helix","United States of America","Official","Activision","Gratuitous Games","Action, First-person shooter","Jan 24, 2021","CIB","6.88","10.87","25.95","10.87","-1.0","?","?","?","","","61"
"Microsoft Xbox","Games","Owned","Spider-Man 2","United States of America","Official","Activision","Treyarch","Action, Adventure","Mar 1, 2020","CIB","8.96","13.26","51.99","13.26","-1.0","?","?","?","","","83"
"Microsoft Xbox","Games","Owned","Spider-Man 2","United States of America","Official","Activision","Treyarch","Action, Adventure","Mar 6, 2021","CIB","8.96","13.26","51.99","13.26","-1.0","?","?","?","","","83"
"Microsoft Xbox","Games","Owned","Stacked With Daniel Negreanu","United States of America","Official","Missing Field","Missing Field","Sports","Mar 13, 2023","CIB","4.33","6.95","9.53","6.95","-1.0","?","?","?","","","61"
"Microsoft Xbox","Games","Owned","Star Wars Jedi Knight II: Jedi Outcast","United States of America","Official","LucasArts Entertainment Company LLC","Vicarious Visions","Action","Mar 1, 2020","CIB","9.40","14.99","70.91","14.99","-1.0","?","?","?","","","81"
"Microsoft Xbox","Games","Owned","Star Wars Jedi Knight: Jedi Academy","United States of America","Official","LucasArts Entertainment Company LLC","Raven Software","Action, Adventure, RPG, First-person shooter","Mar 1, 2020","CIB","12.38","15.34","65.00","15.34","-1.0","?","?","?","","","76"
"Microsoft Xbox","Games","Owned","Star Wars: Knights of the Old Republic","United States of America","Official","LucasArts Entertainment Company LLC","BioWare","Action, RPG","Mar 1, 2020","CIB","10.64","12.23","40.10","12.23","-1.0","?","?","?","","","94"
"Microsoft Xbox","Games","Owned","Test Drive","United States of America","Official","Atari SA","Monster Games, Inc.","Racing","Mar 1, 2020","CIB","4.72","9.46","17.95","9.46","-1.0","?","?","?","","","71"
"Microsoft Xbox","Games","Owned","Test Drive: Off-Road Wide Open","United States of America","Official","Infogrames Entertainment","Angel Studios","Racing","Mar 1, 2020","CIB","7.39","9.94","39.99","9.94","-1.0","?","?","?","","","64"
"Microsoft Xbox","Games","Owned","Urbz: Sims in the City","United States of America","Official","Electronic Arts","Maxis Software","Life Sim","Mar 13, 2023","CIB","7.99","13.03","33.36","13.03","-1.0","?","?","?","","","70"
"Microsoft Xbox","Games","Owned","Tom Clancy's Splinter Cell","United States of America","Official","Ubisoft","Ubisoft Montreal","Action, Adventure, Stealth","Mar 1, 2020","CIB","7.10","9.40","59.66","9.40","-1.0","?","?","?","","","93"
"Microsoft Xbox","Games","Owned","Ty the Tasmanian Tiger","United States of America","Official","EA Games","Krome Studios Pty Ltd.","Platformer","Mar 13, 2023","CIB","9.05","11.46","43.92","11.46","-1.0","?","?","?","","","68"
"Microsoft Xbox","Games","Owned","Ultimate Spider-Man","United States of America","Official","Activision","Treyarch","Action","Apr 7, 2021","CIB","22.00","32.99","69.98","32.99","-1.0","?","?","?","","","77"
"Microsoft Xbox","Games","Owned","Whiplash","United States of America","Official","Eidos Interactive","Crystal Dynamics, Inc.","Action, Adventure, Platformer","Mar 1, 2020","CIB","11.99","22.47","50.00","22.47","-1.0","?","?","?","","","68"
"Microsoft Xbox","Games","Owned","WWE WrestleMania 21","United States of America","Official","THQ","Studio Gigante","Sports","Mar 1, 2020","CIB","6.11","11.99","56.47","11.99","-1.0","?","?","?","","","56"
"Microsoft Xbox","Games","Owned","WWF Raw","United States of America","Official","THQ","Anchor, Inc.","Action, Sports","Mar 1, 2020","CIB","8.99","11.90","117.76","11.90","-1.0","?","?","?","","","68"
"Microsoft Xbox","Games","Owned","X2: Wolverine's Revenge","United States of America","Official","Activision","GenePool Software","Action","Mar 1, 2020","CIB","8.00","11.29","64.98","11.29","-1.0","?","?","?","","","58"
"Microsoft Xbox","Systems","Owned","Xbox System","United States of America","Official","Microsoft","Microsoft Game Studios","Missing Field","Mar 2, 2020","Loose","103.50","219.11","1130.05","103.50","-1.0","?","?","?","","","0"
"PC","Games","Owned","Battlefield 2","United States of America","Official","EA Games","Digital Illusions","First-person shooter","Mar 1, 2020","CIB","3.25","9.41","25.69","9.41","-1.0","?","?","?","","","91"
"PC","Games","Owned","Battlefield Vietnam","United States of America","Official","Electronic Arts","DiCE","Action, Shoot 'em up","Mar 13, 2023","CIB+","6.88","11.99","24.97","11.99","-1.0","?","?","?","","","84"
"PC","Games","Owned","Fable: The Lost Chapters","United States of America","Official","Microsoft Studios","Lionhead Studios Ltd.","Action, Adventure, RPG, Fighting, Sandbox","Mar 13, 2023","CIB+","5.22","10.28","20.32","10.28","-1.0","?","?","?","","","83"
"PC","Games","Owned","Gabriel Knight 2: The Beast Within","United States of America","Official","Sierra Online","Sierra On-Line","Adventure, Horror","Dec 24, 2022","CIB+","9.59","30.14","70.00","30.14","-1.0","1","1","1","","","0"
"PC","Games","Owned","Halo 2","United States of America","Official","Microsoft Studios","Bungie","Action, First-person shooter","Mar 1, 2020","CIB","8.50","18.00","46.56","18.00","-1.0","?","?","?","","","72"
"PC","Games","Owned","Leisure Suit Larry  Collection","United States of America","Official","Missing Field","Missing Field","Adventure","Mar 13, 2023","New","12.99","38.47","30.51","30.51","-1.0","?","1","?","","","0"
"PC","Games","Owned","Police Quest: In Pursuit of the Death Angel","United States of America","Official","Sierra","Sierra","Adventure","Oct 13, 2024","CIB+","50.00","74.76","190.29","74.76","54.00","1","1","1","","","0"
"PC","Games","Owned","Tex Murphy: Overseer","United States of America","Official","Access Software, Inc.","Access Software, Inc.","Adventure","Mar 11, 2021","CIB","12.60","34.00","53.30","34.00","-1.0","?","?","?","","","0"
"PC","Games","Owned","7th Guest","United States of America","Official","Virgin Interactive Entertainment, Inc.","Trilobyte","Adventure, Puzzle","Mar 1, 2020","CIB+","5.93","15.32","24.24","15.32","-1.0","?","?","?","","","0"
"PC","Games","Owned","Under a Killing Moon","United States of America","Official","Access Software, Inc.","Access Software, Inc.","Adventure","Mar 1, 2020","CIB+","6.48","25.43","31.03","25.43","-1.0","?","?","?","","","0"
"Sony PlayStation","Games","Owned","Bushido Blade 2","United States of America","Official","Sony","Squaresoft","Fighting","Mar 1, 2020","CIB","19.25","33.15","134.63","33.15","-1.0","?","?","?","","","0"
"Sony PlayStation","Games","Owned","Final Fantasy IX","United States of America","Official","Squaresoft","Squaresoft","RPG","Sep 21, 2020","CIB","11.49","31.57","297.47","31.57","-1.0","?","?","?","","","94"
"Sony PlayStation","Games","Owned","Final Fantasy VII","United States of America","Official","Sony Computer Entertainment America, Inc.","Squaresoft","RPG","Oct 28, 2020","Boxed","22.99","39.24","1388.55","22.99","-1.0","?","?","?","","","92"
